id,station,state,city,country,address,type,latitude,longitude,company,status,create_at,update_at
204,"MCGM Parking || Club Aquaria","Uttar Pradesh",mumbai,India,"Devidas Lane, Shanti Ashram Borivali West, Near St.Lawrence High School, Mumbai, Maharashtra ,Borivali",6,19.2402364,72.8481819,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
205,"Focus Mall",Maharashtra,calicut,India,"Rajaji Road, Calicut-  Kerala, India",6,11.2586377,75.7857046,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
206,"GM Cycle Parking Stand (Opp to sevai maiyyam)",Rajasthan,chennai,India,"No 43/G, Station Road, Thirumalairajapuram, Avadi, Chennai, Tamil Nadu",6,13.117155,80.09997,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
207,"Grand Mall, Kochi",Maharashtra,kochi,India,"Panvel - Kochi - Kanyakumari Hwy, Toll Junction, Edappally, Kochi, Kerala",6,10.0244123,76.3089558,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
208,"Hotel House Inn",Maharashtra,noida,India,"BS-100, Basai, Sector 70, Noida, Uttar Pradesh",6,28.5952291,77.3822213,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
209,"Kotak Mahindra Bank",Jammu,indore,India,"580, Mahatma Gandhi Rd, near Indraprastha Tower, Infront of, Race Course Road, Indore, Madhya Pradesh",6,22.7229189,75.8793613,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
210,"Dosa Magic",Maharashtra,indore,India,"147 B, Moon Palace Colony, Near Annapurna Police Station, Annapurna Road, Indore",6,22.6959754,75.8422103,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
211,"The blue roof Cafe",Telangana,indore,India,"236, Bhawarkua Main Rd, near Anand Super 100, Indrapuri Colony, Bhanwar Kuwa, Indore, Madhya Pradesh",6,22.689781,75.866902,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
212,"Oyo Townhouse 118",Delhi,delhi,India,"20, Gagan Vihar, Krishna Nagar",6,28.646011,77.296796,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
213,"Oyo Townhouse 381",Delhi,delhi,India,"D/59, New Seemapuri Rd, Pocket E, Dilshad Colony New Simapuri, Dilshad Garden",6,28.68902,77.323102,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
214,"Nukkad Tea Cafe","Andhra Pradesh",raipur,India,"75, Jalvihar Colony Rd, Civil Lines, Raipur, Chhattisgarh",6,21.2404762,81.6574975,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
215,"Aaranyam Restaurant & Cafe",Chhattisgarh,raipur,India,"near Vedanta Balco Medical Center, Sector 24, Nawagaon Parsatti, Naya Raipur, Chhattisgarh",6,21.134229,81.7723096,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
216,"Ather Space Ahmedabad",Delhi,ahmedabad,India,"Shop No. 01, Ground floor, 3rd Eye Vision Opp. Shivalik Plaza, near AMA, Panjrapole CharRasta, Ahmedabad, Gujarat",6,23.0281973,72.5432892,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
217,"Cake Bee, Cantonment","Madhya Pradesh",tiruchirappalli,India,"3/A, Bharathidasan Salai, near Campion School, Cantonment, Tamil Nadu, Trichy",6,10.8024024,78.6824181,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
218,"Cake Bee, Singaram Nagar",Kerala,tiruchirappalli,India,"Ground Floor, No.7, Singaram Nagar, Kattur, Trichy Tamil Nadu, Trichy",6,10.7967137,78.7563467,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
219,"Aspire - Step Inn Sector 27",Maharashtra,gurugram,India," opposite Jan Pratinidhi Apartments, Sector 27, Gurugram, Haryana 122009",6,28.4672823,77.0927632,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
220,"Veg Aroma",Maharashtra,nashik,India,"Gangapur Rd, Kale Nagar, Viveka Nand Nagar, Anandvalli, Nashik, Maharashtra ,Gangapur Road",6,20.0120574,73.7461884,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
221,"The Cobble Street",Maharashtra,nashik,India,"Gangapur-Savargaon Rd, Nashik, Maharashtra",6,20.0144062,73.6983448,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
222,"Brown Bites II",Maharashtra,jaipur,India,"B-42, Sarthi Marg, Bhan Nagar, Jaipur, Rajasthan",6,26.901567,75.751926,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
223,"Lodha Florenza",Maharashtra,mumbai,India,"On Western Express Highway, adjacent to Hub Mall, Cama Industrial Estate, Goregaon, Mumbai, Maharashtra ,Goregaon",6,19.1538114182866,72.8557957193731,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
224,"Ather Space, Coimbatore",Maharashtra,coimbatore,India,"357, Patel Rd, Ram Nagar, Coimbatore, Tamil Nadu",6,11.0113482,76.9598159,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
225,"K Star Chembur",Maharashtra,mumbai,India,"VN Purav Marg Diamond Garden, Basant Garden, Chembur Mumbai, Maharashtra,Chembur",6,19.052316305376,72.9016358109368,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
226,"IIT Madras (ICSR)",Chandigarh,chennai,India,"Near Gajendra Circle, Opposite to Admin Building, Indian Institute Of Technology, Adyar, Chennai, Tamil Nadu",6,12.9917014,80.232102,NULL,1,"2024-06-23 10:07:59","2024-06-23 10:07:59"
